start_date_type,start_date,country,geo_scope,area_name,shutdown_type,affected_network,shutdown_extent,ordered_by,decision_maker,actual_cause,actual_cause_details,info_source,info_source_link,shutdown_status,end_date,duration,gov_justification,gov_just_details,gov_ack,legal_just,legal_method,gov_ack_source,gov_ack_quote,facebook_affected,twitter_affected,whatsapp_affected,instagram_affected,telegram_affected,other_affected,sms_affected,phonecall_affected,telcos_involved,telco_ ack,telco_ack_source,telco_ack_quote,election,violence,hr_abuse_reported,users_targeted,users_target_detail,users_notified,econ_impact,event,an_link,region
,6/10/2019,Ethiopia,"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Full network,Executive government,,Political instability,,Social media,https://twitter.com/ethiotelecom_/status/1141013304762146817/photo/1,Ended,6/18/2019,8,National security/ Counter-terrorism,,No,No,,,,No,No,No,No,No,,No,,Ethio-telecom,Yes,https://twitter.com/ethiotelecom_/status/1141013304762146817/photo/1,,No,No,No,Others,,No,,"Facebook Transparency Report data showed 3 shutdowns during this case, 6/11-6/11, 6/11-6/12, and 6/12-6/18.",,Africa
,6/10/2019,India,"It only affected one city, county, or village","Khair Tehsil, Aligarh district, Uttar Pradesh state",Shutdown,"Broadband, Mobile",Full network,Local government,District administration,Communal violence,,News media article,https://www.news18.com/news/india/internet-services-in-khair-tehsil-shut-down-as-tension-grips-aligarh-over-toddlers-murder-2180119.html,,,,Fake news/ Hate speech/ Incendiary content/ Promoting violence,Precautionary Measure,Yes,Unknown,,,,No,No,No,No,No,,No,,,,,,No,Yes,Yes,Others,,Unknown,,Internet Shutdown in Khair Tehsil of Aligarh to prevent the circulation of hate speech and fake news after communal tensions grips the area over toddler's murder,,APAC
,6/11/2019,India,"It only affected one city, county, or village","Shopian, Jammu and Kashmir",Shutdown,Mobile,Full network,Law enforcement,,Conflict,Military Action,News media article,https://www.greaterkashmir.com/news/kashmir/south-kashmir-two-militants-killed-in-shopian-gunfight-internet-suspended/,,,,Unknown,Precautionary Measure,Yes,Unknown,,,,No,No,No,No,No,,No,,,Unknown,,,No,Unknown,Unknown,Others,,Unknown,,Internet Shutdown in Shopian district after security forces gun down two terrorists in Awneera area of South Kashmir’s Shopian District,,APAC
,6/11/2019,India,"It only affected one city, county, or village","Sopore area, Baramulla district, Jammu and Kashmir state",Shutdown,Mobile,Full network,Law enforcement,,Conflict,Military Action,News media article,https://kashmir.today/gunfight-breaks-out-in-sopore-wadoora-internet-suspended/,,,,Fake news/ Hate speech/ Incendiary content/ Promoting violence,Precautionary Measure,Yes,Unknown,,,,No,No,No,No,No,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,Internet Shutdown in Sopore as a security measure after gunfight broke out between militants and government forces in Wadoora Payeen village of Sopore in North Kashmir’s Baramulla district,,APAC
,6/11/2019,Kazakhstan,"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Service-based,Executive government,,Elections,Protest,CSO KIO partners,https://twitter.com/netblocks/status/1138506590045331456?ref_src=twsrc%5Etfw,Ended,6/12/2019,,Technical problems/ Infrastructure failure,,Unknown,Unknown,,,,Yes,Yes,No,Yes,No,,No,,"Beeline (VEON), Kcell (Fintur), Tele2 / ALTEL",Unknown,,,Yes,Unknown,Yes,,,Unknown,,Facebook Transparency Report data showed a shutdown on 6/12-6/13.,,EECA
,6/12/2019,India,"It only affected one city, county, or village","Anantnag, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,State government,Other,Military Action,News media article,http://www.uniindia.com/news/north/anantnag-attack-5-crpf-personnel-martyred-five-injured-operation-continues/1629668.html,,,,Fake news/ Hate speech/ Incendiary content/ Promoting violence,Precautionary Measure,Unknown,Unknown,,,,No,No,No,No,No,,No,,,Unknown,,,No,Unknown,Unknown,Others,,Unknown,,Internet Shutdown in Anantnag after five CRPF security personnel were martyred and a terrorist was gunned down,,APAC
,6/14/2019,India,"It only affected one city, county, or village","Pulwama, Jammu and Kashmir",Shutdown,"Broadband, Mobile","Full network, Service-based",State government,State government,Conflict,Military Action,News media article,"https://kashmirreader.com/2019/06/14/pulwama-gunfight-train-services-suspended-mobile-internet-shut/

https://www.business-standard.com/article/news-ians/suspected-let-militants-killed-in-j-k-119061400349_1.html",,,,Unknown,,Unknown,Unknown,,,,No,No,No,No,No,,No,,,Unknown,,,No,Unknown,Unknown,Others,,Unknown,,"Internet Shutdown in Pulwama after a gunfight with terrorists broke out in Awantipora, following a joint search operation by team of Army’s 55RR, J&K police’s SOG and paramilitary CRPF.",,APAC
,6/15/2019,Eritrea,"It affected locations in more than one state, province, or region",National,Shutdown,Broadband,Service-based,Executive government,Executive government,Protests,,News media article,"https://www.africanews.com/2019/05/15/eritrea-blocks-internet-reportedly-to-curb-planned-protests/
https://www.top10vpn.com/assets/2020/01/Top10VPN.com-Cost-of-Internet-Shutdowns-2019-Supporting-Data.pdf",Ended,6/25/2019,10,None,,No,No,,,,Yes,No,No,No,No,Other social media platforms,,,Eritel,No,,,No,Unknown,Unknown,Others,,No,,,,Africa
,6/16/2019,Algeria,"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Service-based,Executive government,,Exam cheating,,Other,"Facebook Transparency Report

https://cpj.org/2019/06/two-news-websites-inaccessible-in-algeria-amid-pro.php
https://netblocks.org/reports/facebook-twitter-instagram-whatsapp-and-other-social-media-blocked-in-algeria-eBOgJxBZ
https://www.middleeasteye.net/news/algeria-block-internet-access-during-school-exams",Ended,6/20/2019,4,School Exams,,Yes,Unknown,,,https://www.middleeasteye.net/news/algeria-block-internet-access-during-school-exams,Yes,Yes,Yes,Yes,No,,No,,,Unknown,,,No,Unknown,Unknown,,,Unknown,,Record from Facebook Transparency Report as 4 independent events.,,MENA
,6/17/2019,India,"It only affected one city, county, or village","Anantnag, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,State government,Other,Military Action,News media article,https://kashmirlife.net/internet-service-suspended-in-south-kashmirs-anantnag-212398/,,,,Fake news/ Hate speech/ Incendiary content/ Promoting violence,Precautionary Measure,Unknown,Unknown,,,,No,No,No,No,No,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,"Internet Shutdown in Anantnag after a gunfight in Bidoora, Aknigam village of Achabal area",,APAC
,6/18/2019,Venezuela (Bolivarian Republic of),"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Service-based,Unknown,,Information control,,News media article,"https://netblocks.org/reports/twitter-and-instagram-restricted-in-venezuela-during-national-assembly-session-XB7wk1B7
https://twitter.com/vesinfiltro/status/1142067381004640256",Ended,6/18/2019,,Unknown,,No,Unknown,,,,No,Yes,No,Yes,No,,,,CANTV,Unknown,,,No,Unknown,Unknown,,,Unknown,,,,LAC
,6/19/2019,India,"It only affected one city, county, or village","Anantnag, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,State government,Religious holiday/anniversary,,News media article,http://www.uniindia.com/anantnag-shuts-on-25th-death-anniversary-of-mirwaiz-qazi-nissar/north/news/1636501.html,,,,Fake news/ Hate speech/ Incendiary content/ Promoting violence,Precautionary Measure,Unknown,Unknown,,,,No,No,No,No,No,,No,,,Unknown,,,No,Unknown,Unknown,Others,,Unknown,,"Mobile internet services were suspended as a precautionary measure to prevent spread of rumours on death anniversary of founder of Ummat-e-Islami (UeI), Mirwaiz Qazi Nissar Ahmad.",,APAC
,6/20/2019,India,"It only affected one city, county, or village","North 24 Parganas, West Bengal",Shutdown,"Broadband, Mobile",Full network,State government,West Bengal Government,Communal violence,,News media article,https://www.medianama.com/2019/06/223-internet-suspended-in-parts-of-west-bengals-north-24-paraganas-district/,,,,Other,Precautionary Measure,Yes,Unknown,,,,No,No,No,No,No,,No,,,Unknown,,,No,Unknown,Unknown,Others,,Unknown,,Internet Shutdown in North 24 Parganas district of West Bengal after a bomb went off amid clashes between TMC and BJP workers in which three people died and around 10 were injured,,APAC
,6/20/2019,Algeria,"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Full network,Executive government,Education Minister Nouria Benghabrit,Exam cheating,,News media article,"https://www.cnn.com/2018/06/21/africa/algeria-turns-off-internet-intl/index.html

https://www.theguardian.com/world/2018/jun/21/algeria-shuts-internet-prevent-cheating-school-exams",Ended,6/25/2019,5,School Exams,The public telephone operator Algérie Telecom said it cut internet services “in compliance with instructions from the government ... to ensure high school diploma tests run smoothly” after a joint decision by the telecommunications and education ministers.,Yes,Unknown,,,,No,No,No,No,No,,No,,Algeria Telecom,Yes,,The public telephone operator Algérie Telecom said it cut internet services “in compliance with instructions from the government ... to ensure high school diploma tests run smoothly” after a joint decision by the telecommunications and education ministers.,No,No,No,Others,,Yes,,"It published a timetable of the shutdown schedule: three one-hour blackouts, coinciding with the first hour of each baccalaureate exam, on Wednesday, and two each on Thursday, Friday, Saturday, Sunday and Monday.",,MENA
,6/20/2019,Yemen,"It only affected one city, county, or village",,Shutdown,Broadband,Full network,Non-government,,Conflict,Armed conflict,News media article,http://adengd.net/news/393038,Unknown,,,Sabotage/ Third-party Action,,Yes,Unknown,,,,,,,,,,No,,,Unknown,,,Unknown,Unknown,Unknown,,,Unknown,,,,MENA
,6/22/2019,Cameroon,"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Full network,Executive government,,Other,Prison riot,CSO KIO partners,"https://ioda.caida.org/ioda/dashboard#view=inspect&entity=country/CM&lastView=overview&from=1563814800&until=1563901200

https://www.dw.com/en/reports-of-fire-shots-at-cameroon-maximum-security-prison/a-49707633",Ended,6/23/2019,For about two hours,Unknown,,No,No,,,,No,No,No,No,No,,No,,"CamTel, MTN,Nexttel (Viettel), Orange",Unknown,,,No,Yes,Yes,Others,,No,,,,Africa
,6/22/2019,Ethiopia,"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Full network,Executive government,Prime Minister,Other,Coup,Social media,https://twitter.com/ethiotelecom_/status/1147033441550131200/photo/2,Ended,7/5/2019,13,National security/ Counter-terrorism,,Yes,No,,,,No,No,No,No,No,,No,,Ethio-telecom,Yes,https://twitter.com/ethiotelecom_/status/1147033441550131200/photo/2,,No,No,No,Others,,No,,,,Africa
,6/22/2019,Ethiopia,"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Service-based,Executive government,,Political instability,,Other,https://transparency.facebook.com/internet-disruptions,Ended,8/22/2019,61,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,Unknown,Unknown,,,,Yes,No,Yes,No,No,,No,,Ethio-telecom,Unknown,,,No,Unknown,Unknown,Others,,Unknown,,"Record on Facebook Transparency Report, possibly related to the two shutdowns recorded between 6/22 and 7/29 in this database.",,Africa
,6/22/2019,Myanmar,"It affected more than one city in the same state, province, or region",Rakhine and Chin States,Shutdown,Mobile,Full network,Executive government,Myanmar Ministry of Transport and Communications (MoTC),Conflict,,News media article,"https://www.telenor.com/network-shutdown-in-myanmar-21-june-2019/?fbclid=IwAR0TEeNXgT1fp6Im2t0yE1-1KxJWbO1eVCuWgG3iQERSRSriJyoHxGo4ndo
Facebook Transparency Report",Ended,9/1/2019,71,National security/ Counter-terrorism,,Yes,Unknown,,,,No,No,No,No,No,,,,Telenor,Yes,https://www.telenor.com/network-shutdown-in-myanmar-21-june-2019/?fbclid=IwAR0TEeNXgT1fp6Im2t0yE1-1KxJWbO1eVCuWgG3iQERSRSriJyoHxGo4ndo,,No,Yes,Unknown,Minority Groups,,Yes,,,,APAC
,6/22/2019,Myanmar,"It only affected one city, county, or village",Rakhine,Shutdown,Mobile,Full network,Executive government,Myanmar Ministry of Transport and Communications (MoTC),Conflict,,News media article,"https://www.telenor.com/network-shutdown-in-myanmar-21-june-2019/?fbclid=IwAR0TEeNXgT1fp6Im2t0yE1-1KxJWbO1eVCuWgG3iQERSRSriJyoHxGo4ndo
Facebook Transparency Report",,,248 at the time of publication,National security/ Counter-terrorism,,Yes,Unknown,,,,No,No,No,No,No,,,,Telenor,Yes,https://www.telenor.com/network-shutdown-in-myanmar-21-june-2019/?fbclid=IwAR0TEeNXgT1fp6Im2t0yE1-1KxJWbO1eVCuWgG3iQERSRSriJyoHxGo4ndo,,No,Yes,Unknown,Minority Groups,,Yes,,,,APAC
,6/23/2019,India,"It only affected one city, county, or village","Shopian, Jammu and Kashmir",Shutdown,Mobile,Full network,Law enforcement,,Conflict,Military Action,News media article,https://www.india.com/news/india/jammu-and-kashmir-encounter-breaks-out-between-security-forces-militants-in-shopian-3697058/,,,,Other,Precautionary Measure,Yes,Unknown,,,,No,No,No,No,No,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,Internet Shutdown in Shopian as a securty measure to ensure safety after gunning down of 4 terrorists in an encounter which broke out in Daramdora Keegam area of Jammu and Kashmir’s Shopian District,,APAC
,6/23/2019,Mauritania,"It affected locations in more than one state, province, or region",National,Shutdown,Mobile,Full network,Executive government,,Elections,,CSO KIO partners,"https://rsf.org/en/news/rsf-urges-mauritania-restore-mobile-internet
https://transparency.facebook.com/internet-disruptions",Ended,7/4/2019,11,Unknown,,Unknown,Unknown,,,,No,No,No,No,No,,No,,"Chinguitel (Sudatel), Mattel (Tunisie Telecom), Mauritel",Unknown,,,Yes,Unknown,Unknown,,,Unknown,,,,MENA
,6/26/2019,Iran (Islamic Republic of),"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Full network,Unknown,,Other,It was not clear whether the disruption is part of Iran's plans to move to an internal intranet system,Other,"Facebook Transparency Report
https://www.jpost.com/Middle-East/Widespread-internet-outage-reported-in-Iran-593835
https://www.article19.org/resources/iran-transparent-about-internet-disruptions/",Ended,6/26/2019,,Technical problems/ Infrastructure failure,,Unknown,No,,,,,,,,,,No,,,No,,,No,No,Unknown,Others,,No,,,,MENA
,6/28/2019,India,"It only affected one city, county, or village","Badgam, Jammu and Kashmir",Shutdown,Mobile,Full network,Law enforcement,,Other,Military Action,News media article,http://www.uniindia.com/news/north/militant-killed-in-badgam-encounter-operation-continues/1646465.html,,,,Fake news/ Hate speech/ Incendiary content/ Promoting violence,Precautionary Measure,Yes,Unknown,,,,No,No,No,No,No,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,Internet Shutdown in Badgam district after a terrorist was neutralised by security forces in an encounter during CASO search operation,,APAC
,6/30/2019,India,"It only affected one city, county, or village","Budgam district, Jammu and Kashmir state",Shutdown,Mobile,Full network,Law enforcement,"Sub Inspector, Central Reserve Police Force (CRPF) Vinay Kumar",Conflict,Military Action,News media article,https://www.business-standard.com/article/news-ani/j-k-1-terrorist-killed-in-budgam-encounter-119063000130_1.html,,,,Other,Precautionary Measure,Unknown,Unknown,,,,No,No,No,No,No,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,Internet shutdown in Budgam district after exchange of firs between the security forces and terrorists in Chadoora,,APAC
,7/1/2019,India,"It only affected one city, county, or village","Meerut city, Uttar Pradesh",Shutdown,Mobile,Full network,State government,Uttar Pradesh government,Information control,Protest,News media article,https://www.telegraphindia.com/india/internet-blocked-to-nip-lynch-backlash-in-meerut/cid/1693615,Ended,7/1/2019,1,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,Yes,Yes,Section 144 CrPC,,,,,,,,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,Internet shutdown in Meerut as a Precautionary Measure to nip backlash after a lynching incident,,APAC
,7/2/2019,India,"It only affected one city, county, or village","Jaipur city, Rajasthan state",Shutdown,"Broadband, Mobile",Full network,Law enforcement,Jaipur Police Commissioner Anand Srivastava,Protests,,News media article,https://www.ndtv.com/jaipur-news/7-year-old-girl-allegedly-kidnapped-raped-in-jaipur-2062776,,,,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,Yes,Unknown,,,,,,,,,,No,,,Unknown,,,No,Unknown,Unknown,Others,,Unknown,,As a Precautionary Measure to prevent public backlash and spread of rumour after the rape of a seven year old girl,,APAC
,7/5/2019,India,"It only affected one city, county, or village","Meerut district, Uttar Pradesh state",Shutdown,"Broadband, Mobile",Full network,State government,Uttar Pradesh government,Protests,,News media article,"https://www.newsclick.in/Meerut-Tabrez-Ansari-Internet-Down

https://www.opindia.com/2019/07/meerut-remains-tense-after-muslims-protesting-against-tabrezs-death-turned-violent-main-accused-badar-ali-arrested/",,,,Public safety/ Quell unrest/ Restore public order,Precautionary Measure,Yes,Unknown,,,,,,,,,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,Internet shutdown in Meerut as a Precautionary Measure to nip backlash after a lynching incident happened on 30 June,,APAC
,7/5/2019,India,"It only affected one city, county, or village","Shopian, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,,Conflict,Military Action,CSO KIO partners,https://internetshutdowns.in/,,,,Other,Precautionary Measure,Unknown,Unknown,,,,No,No,No,No,No,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,Mobile Internet services were suspended in Shupiyan district of Jammu and Kashmir as a preventive measure in the wake of an encounter between security forces and militants.,,APAC
,7/8/2019,India,"It only affected one city, county, or village","South Kashmir, Jammu and Kashmir",Shutdown,"Broadband, Mobile",Full network,State government,State Government,Religious holiday/anniversary,,News media article,"https://zeenews.india.com/india/separatist-leaders-under-house-arrest-internet-shutdown-on-burhan-wani-s-death-anniversary-2217495.html

http://www.uniindia.com/mobile-internet-remains-suspended-for-2nd-day-in-south-kashmir/north/news/1657845.html",,,,Other,Precautionary Measure,Yes,Unknown,,,,,,,,,Full network shutdown in South kashmir and speed reduced to 2G in Srinagar,No,,BSNL,Yes,http://www.uniindia.com/mobile-internet-remains-suspended-for-2nd-day-in-south-kashmir/north/news/1657845.html,,No,No,Unknown,Others,,Unknown,,Internet shutdown in South Kashmir and Srinagar to prevent violence on death anniversary of terrorist Burhan Wani,,APAC
,7/8/2019,Yemen,"It only affected one city, county, or village",Hadhramout,Shutdown,"Broadband, Mobile",Full network,Unknown,,Unknown,,News media article,http://adengd.net/news/395650,Unknown,,,Unknown,,Unknown,Unknown,,,,,,,,,,No,,,Unknown,,,Unknown,Unknown,Unknown,,,Unknown,,,,MENA
,7/16/2019,Ethiopia,"It affected more than one city in the same state, province, or region",SNNPR,Shutdown,Mobile,Full network,Executive government,National Security Council,Communal violence,,News media article,https://www.bbc.com/news/world-africa-49070762,Ended,7/29/2019,13,Public safety/ Quell unrest/ Restore public order,,Yes,No,,,,No,No,No,No,No,,No,,Ethio-telecom,No,,,No,Yes,Yes,Others,,No,,,,Africa
,7/16/2019,India,"It only affected one city, county, or village","Udaipur city, Rajasthan",Shutdown,"Broadband, Mobile",Full network,State government,Udaipur district administration,Protests,,News media article,https://www.pinkcitypost.com/ramesh-patel-murder-case-internet-services-suspended-in-udaipur-for-24-hours/,Ended,7/17/2019,1,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,Yes,Unknown,,,,,,,,,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,Internet shutdown in Upaipur after murder of a youth,,APAC
,7/17/2019,India,"It only affected one city, county, or village","Sopore village, Baramulla district, Jammu and Kashmir state",Shutdown,"Broadband, Mobile",Full network,Law enforcement,,Conflict,Military Action,News media article,https://www.greaterkashmir.com/news/kashmir/brief-exchange-of-fire-in-sopore-village-schools-closed-internet-suspended/,,,,None,,Yes,Unknown,,,,,,,,,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,Internet shutdown in Sopore as a Precautionary Measure to ensure security after exchange of fire between security personnel and terrorists during a serach operation,,APAC
,7/18/2019,India,"It only affected one city, county, or village","Udaipur city, Rajasthan",Shutdown,"Broadband, Mobile",Full network,Law enforcement,Divisional Commissioner.,Protests,Police brutality,News media article,https://english.newstracklive.com/news/rumours-not-getting-stopped-in-udaipur-internet-service-shut-down-for-48-hours-1022499-1.html,Ended,7/20/2019,,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,Yes,Unknown,,,,No,No,No,No,No,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,Internet services were suspended from 18-20 July in 10 towns of Udaipur district of Rajasthan to stop the spread of rumours after the uproar over the killing of a man Ramesh Patel in police station.,,APAC
,7/19/2019,India,"It only affected one city, county, or village","Anantnag district, parts of south Kashmir, Jammu and Kashmir",Shutdown,"Broadband, Mobile",Full network,State government,State Government,Conflict,Military Action,News media article,https://www.hindustantimes.com/india-news/pdp-leader-s-guard-shot-dead-outside-a-mosque-in-anantnag/story-XkSPNspu0ldYcqJyCG9e2M.html,,,,None,,No,Unknown,,,,,,,,,,No,,,Unknown,,,No,Yes,Unknown,Others,,No,,Internet shutdown in Anantnag after security personnels launched a search operation to track down militants who killed the security officer of a local leader,,APAC
,7/25/2019,India,"It only affected one city, county, or village","Asansol city, West Bengal state",Shutdown,"Broadband, Mobile",Full network,Law enforcement,Asansol Police commissioner DP Singh,Communal violence,,News media article,"https://www.indiatoday.in/crime/story/asansol-west-bengal-muslim-beaten-jai-shri-ram-internet-tmc-bjp-1573640-2019-07-25

https://www.ndtv.com/india-news/asansol-after-reports-of-communal-tension-internet-suspended-in-bengals-asansol-2075484",Ended,7/30/2019,3,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,Yes,Unknown,,,,,,,,,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,Internet shutdown in Asansol to prevent communal tension after a hawker as beaten up for chanting 'Jai Shri Ram',,APAC
,7/27/2019,India,"It only affected one city, county, or village","Shopian district, Jammu and Kashmir",Shutdown,"Broadband, Mobile",Full network,Law enforcement,"SOG, J&K police, RR and CRPF",Conflict,Military Action,News media article,http://www.uniindia.com/news/north/encounter-ensues-between-militants-sf-in-shopian/1679318.html,,,,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,Yes,Unknown,,,,,,,,,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,Internet shutdown in Shopian as a Precautionary Measure to ensure security after a gunfight between security personnels and terrorists,,APAC
,7/28/2019,Syrian Arab Republic,"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Full network,Unknown,,Exam cheating,,CSO KIO partners,"https://ioda.caida.org/ioda/dashboard#from=1565114400&until=1565200800&lastView=overview&view=inspect&entity=country/SY
https://ioda.caida.org/ioda/dashboard#from=1564250400&until=1564336800&lastView=overview&view=inspect&entity=country/SY",Ended,8/7/2019,10,School Exams,,Unknown,Unknown,,,,No,No,No,No,No,,,,,Unknown,,,No,No,No,,,No,,,,MENA
,7/30/2019,India,"It only affected one city, county, or village","Tral sub-district, Pulwama district, Jammu and kashmir",Shutdown,"Broadband, Mobile",Full network,State government,State Government,Protests,Military Action,News media article,https://www.greaterkashmir.com/news/kashmir/tral-shuts-to-mourn-militants-killing/,,,,None,,No,Unknown,,,,,,,,,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,Internet shutdown in tral Sub-division of Pulwama district in Jammu and Kashmir after clashes erupted following the gunning down of a terrorist,,APAC
,8/2/2019,India,"It only affected one city, county, or village","Shopian district, Jammu and Kashmir",Shutdown,Mobile,Full network,Law enforcement,,Protests,Military Action,News media article,http://www.uniindia.com/several-persons-injured-in-sf-action-on-demonstrators-in-shopian/north/news/1685916.html,,,,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,Yes,Unknown,,,,,,,,,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,Internet shutdown in Shopian to ensure security following a gunfight between terrorists and security forces and the locals pelting stones on security forces in which a soldier was martyred.,,APAC
,8/3/2019,India,"It only affected one city, county, or village","Sopore town, Jammu and Kashmir",Shutdown,Mobile,Full network,Law enforcement,,Conflict,Military Action,News media article,http://www.uniindia.com/news/north/sopore-encounter-militant-killed-soldier-injured-operation-continues/1687072.html,,,,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,Yes,Unknown,,,,,,,,,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,Internet shutdown in Sopore following a gun fight between the security personnel and terrorists during a CASO search operation,,APAC
,8/3/2019,India,"It affected more than one city in the same state, province, or region","Kashmir Valley, Jammu and Kashmir",Shutdown,"Broadband, Mobile",Full network,State government,State Government,Political instability,,News media article,"https://www.news18.com/news/india/omar-abdullah-mehbooba-put-under-house-arrest-internet-services-snapped-as-kashmir-remains-tense-2257393.html

https://www.livemint.com/politics/news/clampdown-in-kashmir-to-be-lifted-in-phases-1565940804140.html

https://theprint.in/india/mobile-internet-services-again-snapped-in-jammu/278573/",Ended,1/25/2020,175,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,Yes,Yes,Section 144 CrPC,,https://twitter.com/NetShutdowns/status/1217152823047024641,,,,,,,Yes,Yes,BSNL,Unknown,,,No,No,Unknown,Others,,Unknown,,"Internet and landline shutdown in the state of Jammu and Kashmir to ensure security and peace before scrapping Article 370 of the Indian constitution that provided special status to Jammu and Kashmir. ""Mobile and broadband Internet services were suspended in Jammu and Kashmir on August 4. This was accompanied by heavy deployment of local police and contingents of paramilitary forces. Curfew under Section 144 was imposed in Kashmir and various political leaders including Mehbooba Mufti, Omar Abdullah and Sajad Lone were put under house arrest. Widespread panic prevailed as families were not been able to reach their friends and family on the phone (mobile and landline).

On 17 August, 2G services were restored in 5 districts of Jammu i.e. Jammu, Samba, Kathua, Udhampur and Reasi . However they remained suspended in Poonch, Rajouri, Kishtwar, Doda and Ramba.

2G services were were also restored in 35 police stations and landlines under 17 telephone exchanges were restored in Kashmir Valley.

On 18 August, ban on 2G services that were started in parts of Jammu was restored. According to a news source phine internet services were restored in Doda, Kishtwar, Ramban, Rajouri and Poonch districts on 28 August.

As of August 30, phone lines are active in Jammu but Kashmir valley continues to face even phone communication blockade.

By 13 September, landlines were made fully functional in Jammu and Kashmir.""",,APAC
,8/3/2019,Russian Federation,"It only affected one city, county, or village",Moscow,Shutdown,Mobile,Full network,Law enforcement,Moscow police,Protests,Election related protest,Social media,https://meduza.io/en/news/2019/08/07/bbc-russian-service-reportedly-finds-letter-confirming-that-moscow-police-ordered-cell-signal-shutdown-during-august-3-protest,Ended,8/3/2019,,Unknown,,Yes,Unknown,,,,No,No,No,No,No,,Yes,Yes,"MTS, Beeline, and MegaFon",Yes,https://meduza.io/en/news/2019/08/07/bbc-russian-service-reportedly-finds-letter-confirming-that-moscow-police-ordered-cell-signal-shutdown-during-august-3-protest,,No,Unknown,Unknown,Others,,Unknown,,,,EECA
,8/8/2019,India,"It only affected one city, county, or village","Kargil town, Jammu and Kashmir",Shutdown,"Broadband, Mobile",Full network,State government,State Government,Protests,Political Instability,News media article,https://www.indiatoday.in/india/story/kashmir-jammu-article-370-live-updates-modi-situation-srinagar-pakistan-1578471-2019-08-08,,,,None,,No,Unknown,,,,,,,,,,No,,,Unknown,,,No,No,Unknown,Others,,Unknown,,Internet shutdown in Kargil to prevent unrest and ensure peace after scrapping down of Article 370,,APAC
,8/13/2019,India,"It only affected one city, county, or village","Jaipur city, Rajasthan state",Shutdown,Mobile,Full network,State government,State Government,Political instability,Information Control,News media article,https://www.medianama.com/2019/08/223-jaipur-internet-suspended-rajasthan/,Ended,8/14/2019,1,Unknown,,Yes,Unknown,,,,,,,,,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,Internet shutdown in Jaipur to ensure peace and maintain law and order after communal clashes broke up between two groups,,APAC
,8/15/2019,Pakistan,"It only affected one city, county, or village",Azad Kashmir.,Shutdown,"Broadband, Mobile",Full network,Unknown,,Protests,,News media article,https://twitter.com/netblocks/status/1171460771072471046,Ended,8/15/2019,,Unknown,,Unknown,Unknown,,,,No,No,No,No,No,,,,"Pakistan Telecommunication Company Limited
and Interior Ministry",Unknown,,,No,Unknown,Unknown,,,Unknown,,,,APAC
